NU_ANO_CENSO|ID_ALUNO|ID_MATRICULA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_LOCAL_RESID_DIFERENCIADA|IN_NECESSIDADE_ESPECIAL|IN_BAIXA_VISAO|IN_CEGUEIRA|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_SURDEZ|IN_SURDOCEGUEIRA|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_AMPLIADA_18|IN_RECURSO_AMPLIADA_24|IN_RECURSO_CD_AUDIO|IN_RECURSO_PROVA_PORTUGUES|IN_RECURSO_VIDEO_LIBRAS|IN_RECURSO_BRAILLE|IN_RECURSO_NENHUM|IN_AEE_LIBRAS|IN_AEE_LINGUA_PORTUGUESA|IN_AEE_INFORMATICA_ACESSIVEL|IN_AEE_BRAILLE|IN_AEE_CAA|IN_AEE_SOROBAN|IN_AEE_VIDA_AUTONOMA|IN_AEE_OPTICOS_NAO_OPTICOS|IN_AEE_ENRIQ_CURRICULAR|IN_AEE_DESEN_COGNITIVO|IN_AEE_MOBILIDADE|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_BICICLETA|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_TR_ANIMAL|IN_TRANSP_VANS_KOMBI|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|TP_ETAPA_ENSINO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_MEDIACAO_DIDATICO_PEDAGO|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_UNIFICADA|TP_TIPO_ATENDIMENTO_TURMA|TP_TIPO_LOCAL_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_OSCIP|IN_MANT_ESCOLA_PRIV_ONG_OSCIP|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2019|0AADBC058FBF5E7EAFD018FC421432A7|306332331|3|2009|10|10|1|1|1|76|32|3202801|32|3200904|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|13345628||1|260|0|0|0|0|5|0|1|0|32069286|3|3201|32001|32|3200904|320090405|3|1|||||||||||1|0|0
2019|9E379656B4D67A321D0AA39754ACB503|344782507|5|2009|10|10|1|1|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|14906998||1|270|0|0|0|0|5|0|1|0|32070837|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|AB10F24CDDCA6B2B21D9CA45C35C84CB|344867550|8|2013|5|6|1|1|1|76|32|3205309|32|3205101|2|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|15376071||1|295|0|0|0|0|5|0|1|0|32037600|3|3203|32009|32|3205101|320510105|3|2|||||||||||1|0|0
2019|0AE89467E9FAAB332C67A105A2B892EF|293542796|12|2006|12|13|1|1|1|76|31|3170107|32|3204906|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|4022364||1|270|0|0|0|0|5|0|1|0|32018193|3|3202|32005|32|3204906|320490605|3|1|||||||||||1|0|0
2019|CDDA633884E978DC8E361785C3CBF732|14755208|8|2007|11|12|1|3|1|76|32|3205200|||1||0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|619108||1|270|0|0|0|0|5|0|1|0|32073003|3|3203|32009|32|3205200|320520005|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|88DA49AE5AF38F0D2A4FBC7CB0771A8B|221157137|5|2008|11|11|2|1|1|76|32|3201506|32|3201506|2||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|15428835||1|270|0|0|0|0|5|2|1|0|32010990|3|3201|32003|32|3201506|320150605|3|2|||||||||||1|0|0
2019|68E7114F570394CDC0A8406EC5AC7164|346445859|10|2007|11|12|2|3|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|15455745||1|300|0|0|0|0|5|0|1|0|32036124|3|3203|32009|32|3205002|320500205|2|1|||||||||||1|0|0
2019|AFCB5EBC0609C300FECB431DA3F3C296|346539884|3|2005|14|14|2|3|1|76|32|3204054|32|3203205|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|15459120||1|300|0|0|0|0|5|0|1|0|32022778|3|3202|32006|32|3203205|320320507|2|1|||||||||||1|0|0
2019|13D08ADC0A4CDC64A671F8F6F15F8740|365348553|6|2018|0|1|2|3|1|76|32|3204609|32|3202702|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|16118183||1|600|0|0|0|0|5|0|1|0|32030746|3|3203|32008|32|3202702|320270205|3|1|||||||||||1|0|0
2019|FBE312F7BCAC317AAABB10F65913CFCC|374082209|9|2016|2|3|1|1|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|16726977||1|270|0|0|0|0|5|0|1|0|32063350|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|CD07EF06E5C714A508C7CBC939F6E1FE|375709085|9|2010|8|9|1|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|16797522||1|270|0|0|0|0|5|0|1|0|32079656|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|08D151B3906EABE37E6F95B0A0111DC8|375741400|12|2012|6|7|2|0|1|76|31|3127701|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||14|0|1|0|0|16797782||1|270|0|0|0|0|5|0|1|0|32040555|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|A90BF817C1BAAE563D36DD556FACA8DE|375709158|6|2007|11|12|2|3|1|76|32|3205200|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|16797525||1|270|0|0|0|0|5|0|1|0|32079656|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|7A1BCFCFA2D4423CB4F5946861A26BF6|375646946|11|2006|12|13|2|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|16793254||1|270|0|0|0|0|5|0|1|0|32040164|3|3203|32009|32|3205309|320530910|3|1|||||||||||2|0|0
2019|7A0176D38AD7C615F1953BCDB2077A05|280373368|2|2011|8|8|2|3|1|76|33|3303203|33|3303500|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|1086542||1|270|0|0|0|0|5|0|1|0|32063440|3|3203|32009|32|3205200|320520005|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|6D228090B54C12FA41498CFC3FB7035F|183982061|7|2004|14|15|2|1|1|76|32|3201209|32|3201209|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|4753202||1|320|0|0|0|0|5|0|1|0|32081502|3|3204|32012|32|3201209|320120905|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|F503EB13AB42B0A25BAD75AB012668B4|376638820|2|2004|15|15|1|3|1|76|32|3205200|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0|||||||||||||||||16831776||1|90|||||2||3|0|32064810|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|7374FC1EE5192A21C50209AA3C1B0024|377104595|8|2004|14|15|2|1|1|76|32|3201308|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0|||||||||||||||||16850654||1|270|||||2||3|0|32034881|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|CCDBE122D36BE507BEE0745FFE77BD92|373592207|5|2007|12|12|2|2|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0|||||||||||||||||14890205||1|60|||||1||3|0|32079931|3|3203|32009|32|3205200|320520005|4|1|4|0||0|0|0|0|0|0|1|1|0|0
2019|226677A82E1BCF3907CB284349DA3676|375595805|8|2007|11|12|1|1|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|16792052||1|270|0|0|0|0|5|0|1|0|32041535|3|3203|32009|32|3205309|320530910|3|1|||||||||||1|0|0
2019|F0965CB3D1BE2EAEDC261ED9A8744725|375604092|7|2004|14|15|1|1|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|16789332||1|270|0|0|0|0|5|0|1|0|32095406|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|77569F1E6680C0B0CD04A185AFA0BE49|375605267|10|2011|7|8|1|1|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|16789338||1|270|0|0|0|0|5|0|1|0|32095406|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|61832FE02CB8ECDFC9B4AD3A7FA46C40|376187488|8|2004|14|15|1|3|1|76|32|3205200|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|16816085||1|270|0|0|0|0|5|0|1|0|32079370|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|AAAFF219DACBD7FE16C2CB2DCA265A69|376185765|3|2003|16|16|1|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|16816031||1|270|0|0|0|0|5|0|1|0|32040571|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|714B5F0F2BC93EDC333FF2D3E271A013|333266875|1|1967|52|52|2|3|1|76|32|3205309|32|3205309|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||39|0|0|0|1|14876706|10139|1|240|0|0|0|0|5|0|1|0|32067682|3|3203|32009|32|3205309|320530905|4|1|1|0||0|0|0|0|0|1|0|1|0|0
2019|F181DB2887FA33F18A79F6DE1BF64246|234855178|11|2013|5|6|1|3|1|76|32|3205200|32|3205200|1||1|1|0|0|0|0|0|0|0|0|0|9|9|9|9|9|9|9|9|9|9|9|9||||||||||||3|0||||||||||||2|0|1|0|0|737371||1|260|275|0|0|0|5|0|1|0|32066228|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|877300453A64864C556E9DA2D3C6D84D|300252868|12|2007|11|12|2|0|1|76|32|3205200|||1||0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|3076717||1|270|0|0|0|0|5|0|1|0|32039239|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|769436263355697EEFE7D905A9B7875F|280035560|7|2009|9|10|2|3|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|12010336||1|270|0|0|0|0|5|0|1|0|32094205|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|97470298450CD1143D35F5136E45B058|348614909|10|1990|28|29|1|3|1|76|32|3203353|32|3203353|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||71|0|0|1|0|15511314||2||0|0|0|0||0|1|0|32010303|3|3201|32003|32|3201506|320150605|2|1|||||||||||1|0|0
2019|57A23B9013CFF46BE8CEAFFD24A46C1C|375341518|1|2015|4|4|1|1|1|76|32|3205002|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|16782836||1|270|0|0|0|0|5|0|1|0|32041357|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|1F5424DE88A599FE1422D35353C47482|375631978|8|2006|12|13|2|1|1|76|29|2914802|32|3205309|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||||||||||||3|0||||||||||||20|0|1|0|0|16792855||1|270|0|0|0|0|5|0|1|0|32041527|3|3203|32009|32|3205309|320530910|3|1|||||||||||1|0|0
2019|268D6489A4754333740CF46B3461B5E8|375440356|7|2017|1|2|1|3|1|76|32|3205002|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|16786657||1|270|0|0|0|0|5|0|1|0|32072872|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|115260B8934FDB6564FD288EE5CD6186|326388250|7|2009|9|10|1|3|1|76|32|3203205|32|3203205|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|14918736||1|270|0|0|0|0|5|0|1|0|32022107|3|3202|32006|32|3203205|320320505|3|1|||||||||||1|0|0
2019|6FA7826E1EDDF6956110F5E9CD761681|350384190|6|2005|13|14|1|1|1|76|32|3205200|32|3202801|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|14994518||1|270|0|0|0|0|5|0|1|0|32065752|3|3204|32013|32|3202801|320280109|3|1|||||||||||1|0|0
2019|574BB58D270A5C03C3B3361AD30090FF|332589226|9|2014|4|5|2|0|1|76|32|3205200|32|3205200|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14716155||1|270|0|0|0|0|5|0|1|0|32065990|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|5931B851D26B49C80BA5A55CB18062D1|357195703|5|2005|14|14|1|3|1|76|32|3201506|32|3201506|2|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|15921255||1|280|0|0|0|0|5|0|1|0|32011288|3|3201|32003|32|3201506|320150610|3|2|||||||||||1|0|0
2019|C77F11F98A3A6EF9699D5266DEF15F9B|348074940|5|2015|4|4|1|3|1|76|32|3205309|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|13340476||1|250|0|0|0|0|5|0|1|0|32080166|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|E7F336D41F7A2F1DE4DCBF6207ADDD2D|107420960|8|2010|8|9|2|3|1|76|32|3205309|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|3234188||1|270|0|0|0|0|5|0|1|0|32034288|3|3203|32009|32|3201308|320130805|4|1|1|0||0|0|0|0|0|1|0|1|0|0
2019|8F117ABDC8118C4165352A78B1AE9707|165188866|7|2010|8|9|2|1|1|76|32|3203205|32|3203205|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|3081820||1|270|0|0|0|0|5|0|1|0|32022280|3|3202|32006|32|3203205|320320505|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|7535E6511CC92CA6C96372F7BBC08BB2|345835258|2|2008|11|11|2|3|1|76|32|3205309|||1||0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|13346097||1|270|0|0|0|0|5|0|1|0|32034822|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|8ED80124962F76AFA6DDED5CD5A9908A|348213461|1|2004|15|15|2|3|1|76|32|3205002|32|3203601|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|15528688||1|300|0|0|0|0|5|0|1|0|32015089|3|3202|32004|32|3203601|320360105|2|1|||||||||||1|0|0
2019|120E74A784A3D09EDBD6CA4E7B634CF4|74313461|9|2009|9|10|1|1|1|76|32|3204104|32|3204104|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|2081356||1|270|0|0|0|0|5|0|1|0|32064446|3|3202|32004|32|3204104|320410405|4|1|1|0||0|0|0|0|1|0|1|1|0|0
2019|6D5278356734BBA096A5C004CF4C85C5|346453159|9|2001|17|18|2|3|1|76|32|3201506|32|3201506|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||27|0|1|0|0|15456010||1|300|0|0|0|0|5|0|1|0|32010745|3|3201|32003|32|3201506|320150605|2|1|||||||||||1|0|0
2019|569F8A02B0B996869DCE1993ABCDED3A|277121559|12|1989|29|30|1|0|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||40|0|0|0|1|11903758|3040|1|210|0|0|0|0|5|5|1|0|32079877|3|3203|32009|32|3205002|320500205|4|1|1|0||0|0|0|0|0|1|0|1|0|0
2019|7331140807B91BCDC1CC4CBAABEB36AA|367245088|5|1963|56|56|1|0|1|76|32|3202108|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||70|0|0|1|0|13438559||2||0|0|0|0||0|1|0|32035063|3|3203|32009|32|3201308|320130810|2|1|||||||||||1|0|0
2019|EC4CE4EE8B82B1665974B21C6DB730E6|364791667|7|2008|10|11|1|3|1|76|31|3122306|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0|||||||||||||||||14676606||1|270|||||5||3|0|32038410|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|0E67FCDEE84E961AA416EE1BCD29E982|301327831|11|2016|2|3|1|0|1|76|32|3201209|32|3201209|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|9671908||1|270|0|0|0|0|5|0|1|0|32053045|3|3204|32012|32|3201209|320120905|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|371D2D377C399FF896DAE160022A9C60|362126110|6|2013|5|6|2|3|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|15701497||1|240|0|0|0|0|5|0|1|0|32037058|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|86B2E3F2012A37C00ACEBD42A64EF641|309336178|5|2008|11|11|1|3|1|76|32|3205200|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|13481320||1|270|0|0|0|0|5|0|1|0|32034660|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|D170F6434AABAB565274A7EB7DDC1477|295296071|11|2006|12|13|2|1|1|76|32|3203130|32|3203130|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|6491304||1|270|0|0|0|0|5|0|1|0|32021518|3|3202|32006|32|3203130|320313005|3|1|||||||||||1|0|0
2019|115AFD10FD7494FD02048C9714C5FFEE|375643460|6|2005|13|14|1|1|1|76|32|3205002|32|3205309|1|0|1|0|0|0|0|0|0|0|0|0|1|9|9|9|9|9|9|9|9|9|9|9|9||||||||||||3|0||||||||||||21|0|1|0|0|16793090||1|270|0|0|0|0|5|0|1|0|32041497|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|AA7B75670700C6F5A8B66B89713DAA2F|277222364|5|2011|8|8|2|2|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|312185||1|270|0|0|0|0|5|0|1|0|32075146|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|F44B2A45EC07C63550E4FE43B53AB141|290347647|1|2012|7|7|2|3|1|76|32|3204609|32|3202702|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|15036587||1|270|0|0|0|0|5|0|1|0|32030576|3|3203|32008|32|3202702|320270205|3|1|||||||||||1|0|0
2019|2EC7B2F7DA7B893F7441253C10F3D3B5|346626406|7|2006|12|13|2|3|1|76|32|3201308|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|15462196||1|300|0|0|0|0|5|0|1|0|32034644|3|3203|32009|32|3201308|320130805|2|1|||||||||||1|0|0
2019|73D24C1EBBBAA04EB48CB5EFB2E8E73B|348152373|9|2006|12|13|2|1|1|76|32|3205309|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|13345128||1|270|108|0|0|0|5|0|1|0|32034881|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|186F6FFDD84F868EDD172DF4F07AEFEB|356210355|8|2009|9|10|2|1|1|76|32|3201209|32|3202801|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|3|0|||||||||||||||||13249656||1|270|||||3||4|0|32060483|3|3204|32013|32|3202801|320280109|3|1|||||||||||1|0|0
2019|0BFDE64B352D2493CAC2F39C47C0F4A5|362075231|4|1981|38|38|1|0|1|76|32|3205200|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||40|0|0|0|1|15872010|3043|1|250|0|0|0|0|5|0|1|0|32066163|3|3203|32009|32|3201308|320130805|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|F72311E353B8EE19500876A79ABC85CF|109591628|9|2003|15|16|2|3|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|14822184||1|270|0|0|0|0|5|0|1|0|32035446|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|B99602E9B286431029C169ACA99D5D17|335267108|1|2014|5|5|2|1|1|76|32|3202306|32|3202553|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14798124||1|260|0|0|0|0|5|0|1|0|32074360|3|3204|32011|32|3202553|320255305|3|1|||||||||||1|0|0
2019|4A19671CEC5E568BC60399882D053534|337034507|8|2010|8|9|2|1|1|76|32|3205309|32|3200607|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|14993687||1|270|0|0|0|0|5|0|1|0|32073607|3|3202|32006|32|3200607|320060705|3|1|||||||||||2|0|0
2019|8B6318E0DCB54005149BA23C44863A0E|282121120|10|2011|7|8|2|3|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|656419||1|270|0|0|0|0|5|0|1|0|32066309|3|3203|32009|32|3205200|320520020|3|1|||||||||||1|0|0
2019|611DAE7392AE69DFA59672260E7FC9BA|221848945|6|2010|8|9|1|3|1|76|32|3205309|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|289969||1|260|0|0|0|0|5|0|1|0|32070276|3|3203|32009|32|3201308|320130810|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|E2A36E3F083E3DA1832C6CB756103CF5|344711511|5|2014|5|5|1|3|1|76|32|3201308|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|13485836||1|250|0|0|0|0|5|0|1|0|32075316|3|3203|32009|32|3201308|320130805|3|1|||||||||||2|0|0
2019|3FB36553A883C76DBC88C864BDFF0595|348217897|6|2000|18|19|2|3|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||26|0|1|0|0|15528764||1|300|0|0|0|0|5|0|1|0|32037368|3|3203|32009|32|3205002|320500205|2|1|||||||||||1|0|0
2019|73BEB895C819CE4BFB604912762A68BA|356503643|9|2016|2|3|2|1|1|76|32|3201209|32|3202306|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|3|0|||||||||||||||||15885662||1|50|||||3||4|0|32046880|3|3204|32011|32|3202306|320230605|3|1|||||||||||1|0|0
2019|4CB8B681CE5E1E4B514981CA0F53110D|346614092|11|2005|13|14|1|3|1|76|32|3205309|32|3201308|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||||||||||||3|0||||||||||||21|0|1|0|0|15461778||1|570|0|0|10|0|5|0|1|0|32034636|3|3203|32009|32|3201308|320130810|2|1|||||||||||1|0|0
2019|47575E5C2374363ADB983E1D2F55621D|346621986|6|2000|18|19|1|3|1|76|32|3200409|32|3200409|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||71|0|0|1|0|15462066||1|250|0|0|0|0|5|0|1|0|32042647|3|3203|32010|32|3200409|320040905|2|1|||||||||||1|0|0
2019|AEE5272137FC5EECF2E518D808209089|346634194|7|1978|40|41|2|3|1|76|32|3202603|32|3204203|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||71|0|0|1|0|15463416||1|250|0|0|0|0|5|0|1|0|32044747|3|3203|32010|32|3204203|320420305|2|1|||||||||||1|0|0
2019|61AC17B7ABDB8E471A93D7E3B9513F47|346619550|9|2004|14|15|1|3|1|76|32|3202405|32|3202405|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|15461974||1|390|0|0|0|0|5|0|1|0|32043694|3|3203|32010|32|3202405|320240505|2|1|||||||||||1|0|0
2019|BD6748C1D486843D2135E301295A270D|346613523|5|2001|18|18|2|3|1|76|32|3205200|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||26|0|1|0|0|15461745||1|250|0|0|0|0|5|0|1|0|32134010|3|3203|32009|32|3205002|320500205|2|1|||||||||||1|0|0
2019|CC24693F97DB5B931642A15D90905D23|346635632|3|2004|15|15|2|3|1|76|32|3202108|32|3202108|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||25|0|1|0|0|15463507||1|570|0|0|0|0|5|0|1|0|32002939|3|3201|32001|32|3202108|320210805|2|1|||||||||||1|0|0
2019|AAC209724A61CC0A785B4668FD062513|348219102|4|2002|17|17|1|3|1|76|11|1100288|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||25|0|1|0|0|15528750||1|300|0|0|0|0|5|0|1|0|32037368|3|3203|32009|32|3205002|320500205|2|1|||||||||||1|0|0
2019|B0A10001CAE06EDE90920A765AF12CB8|348219269|1|1954|65|65|2|1|1|76|32|3200805|32|3201506|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||40|0|0|0|1|15528852|6075|1|190|0|0|0|0|5|0|1|0|32010729|3|3201|32003|32|3201506|320150605|2|1|||||||||||1|0|0
2019|D0DA108B8D96A0CD3D7419D887B86995|295778877|11|2010|8|9|2|0|1|76|32|3205309|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|436405||1|270|0|0|0|0|5|0|1|0|32038410|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
